id,shipment,number_customer_calls,customer_rating,product_cost,number_prior_purchases,product_importance,gender,discount,weight,weekday_of_purchase,week_of_purchase,on_Time
5487,Ship,4,5,201,2,high,F,2,4657,3,16,1
5488,Ship,3,4,206,4,medium,M,2,4372,3,16,1
5489,Ship,6,1,185,4,high,F,10,5254,3,16,0
5490,Ship,5,2,272,3,high,M,5,4972,3,16,1
5491,Ship,4,3,266,2,medium,M,6,4286,3,16,0
5492,Ship,3,4,203,2,low,M,9,5735,3,16,1
5493,Ship,4,3,218,5,low,M,2,4823,3,16,0
5494,Ship,2,5,279,3,low,F,8,4632,3,16,1
5495,Ship,4,4,159,2,low,M,4,4648,3,16,0
5496,Ship,5,3,138,3,low,F,5,5687,3,16,0
5497,Ship,3,2,224,3,low,F,7,5896,3,16,1
5498,Ship,3,3,269,3,low,M,4,4309,3,16,1
5499,Ship,5,3,121,2,medium,F,4,5231,3,16,0
5500,Road,4,3,134,2,low,F,2,4522,3,16,1
5501,Road,4,5,259,3,medium,M,4,5344,3,16,0
5502,Road,4,4,206,2,high,M,8,4093,3,16,0
5503,Road,3,1,209,2,low,M,6,5701,3,16,0
5504,Road,3,3,145,3,medium,M,1,5709,3,16,1
5505,Road,5,2,164,2,medium,M,8,5717,3,16,1
5506,Road,3,1,133,3,medium,M,6,5464,3,16,0
5507,Road,3,2,178,3,low,F,5,5686,4,16,1
5508,Road,4,3,175,2,low,M,3,4200,4,16,1
5509,Road,2,4,242,3,medium,M,8,4898,4,16,1
5510,Road,4,2,202,3,low,M,8,4575,4,16,0
5511,Road,4,3,176,2,low,F,6,5149,4,16,0
5512,Road,4,3,203,4,low,F,1,5274,4,16,1
5513,Road,4,3,207,4,low,M,5,5008,4,16,0
5514,Road,4,2,268,3,medium,M,1,4927,4,16,1
5515,Road,3,3,244,3,low,M,6,5109,4,16,1
5516,Road,3,5,134,3,low,F,10,4693,4,16,1
5517,Road,3,4,143,3,low,F,1,4392,4,16,0
5518,Road,3,5,246,3,low,F,2,5556,4,16,0
5519,Road,3,2,157,2,low,F,7,5228,4,16,1
5520,Road,3,3,169,3,low,M,10,5147,4,16,1
5521,Road,4,5,231,3,low,F,6,4449,4,16,0
5522,Flight,3,3,262,5,medium,F,1,5043,4,16,1
5523,Flight,3,2,227,2,medium,M,10,4290,4,16,1
5524,Flight,5,2,162,4,medium,M,7,5477,4,16,0
5525,Flight,5,5,148,2,medium,M,4,4812,4,16,1
5526,Flight,3,4,138,2,medium,F,8,4837,4,16,1
5527,Flight,3,3,255,2,medium,F,3,4824,4,16,1
5528,Flight,3,5,218,3,low,M,2,5841,4,16,1
5529,Flight,4,1,260,4,low,M,2,4091,4,16,0
5530,Flight,4,3,142,2,low,F,5,5502,4,16,0
5531,Flight,4,5,257,3,medium,M,5,4180,4,16,1
5532,Flight,4,2,252,3,low,F,1,4176,4,16,1
5533,Flight,5,4,151,5,low,F,1,4122,4,16,1
5534,Flight,4,3,190,5,low,F,8,4736,4,16,1
5535,Flight,4,5,137,2,low,M,7,4068,4,16,1
5536,Flight,4,4,164,2,low,M,7,5456,4,16,1
5537,Flight,3,5,271,3,low,F,9,5328,4,16,1
5538,Flight,3,5,162,2,high,M,1,4573,4,16,0
5539,Flight,2,4,221,5,medium,M,4,4034,4,16,0
5540,Flight,5,4,202,3,low,F,3,4559,4,16,0
5541,Flight,4,5,143,2,low,M,1,5836,4,16,1
5542,Flight,3,5,254,3,low,M,6,4703,4,16,1
5543,Flight,4,3,96,4,medium,M,1,4984,4,16,0
5544,Ship,3,3,199,5,medium,F,10,4847,4,16,0
5545,Ship,4,1,198,4,low,F,5,5182,5,16,1
5546,Ship,4,3,257,3,low,F,2,5198,5,16,0
5547,Ship,3,2,149,5,medium,F,9,4310,5,16,1
5548,Ship,5,1,193,4,medium,F,10,5280,5,16,1
5549,Ship,3,5,284,2,low,M,10,5619,5,16,1
5550,Ship,4,5,205,4,medium,F,5,5264,5,16,1
5551,Ship,5,5,185,3,low,M,5,4520,5,16,0
5552,Ship,5,4,268,3,high,F,10,4955,5,16,1
5553,Ship,5,1,252,3,medium,M,2,4339,5,16,1
5554,Ship,4,3,196,2,low,F,5,5656,5,16,1
5555,Ship,3,3,149,3,low,M,6,4654,5,16,1
5556,Ship,5,5,154,2,medium,M,3,4669,5,16,1
5557,Ship,5,4,267,2,medium,M,4,4053,5,16,1
5558,Ship,3,3,208,2,medium,F,5,5661,5,16,1
5559,Ship,5,5,275,3,medium,M,9,4287,5,16,0
5560,Ship,4,2,272,2,low,F,1,5939,5,16,0
5561,Ship,6,5,280,3,low,M,9,4074,5,16,0
5562,Ship,6,3,202,3,low,F,5,4930,5,16,1
5563,Ship,5,2,184,3,medium,F,8,4581,5,16,1
5564,Ship,5,2,244,5,medium,F,7,5515,5,16,1
5565,Ship,4,4,138,5,low,M,10,5401,5,16,1
5566,Ship,4,3,109,2,medium,F,4,5407,5,16,1
5567,Ship,2,5,189,5,low,M,3,5292,5,16,1
5568,Ship,3,2,170,3,low,M,9,4069,5,16,1
5569,Ship,3,1,183,2,medium,F,10,4598,5,16,1
5570,Ship,3,4,263,6,high,M,3,4429,5,16,1
5571,Ship,4,1,271,4,low,M,9,5853,5,16,0
5572,Ship,6,3,202,4,medium,F,3,4496,5,16,0
5573,Ship,3,3,265,3,medium,F,8,5070,5,16,1
5574,Ship,4,1,220,3,medium,F,6,4472,5,16,1
5575,Ship,4,4,274,2,low,F,7,4873,5,16,0
5576,Ship,4,5,212,2,medium,M,10,4552,5,16,1
5577,Ship,4,2,244,3,high,M,1,5559,5,16,0
5578,Ship,4,5,252,3,medium,F,4,5017,5,16,1
5579,Ship,5,5,158,2,low,M,8,4743,5,16,1
5580,Ship,2,5,286,6,medium,F,5,5490,5,16,1
5581,Ship,3,5,164,3,high,M,10,4639,5,16,0
5582,Ship,4,3,170,6,medium,M,6,4998,5,16,1
5583,Ship,4,1,269,2,medium,F,8,4930,5,16,1
5584,Ship,4,2,238,2,low,F,2,4002,5,16,1
5585,Ship,4,3,198,7,medium,F,1,5315,5,16,1
5586,Ship,4,4,184,8,low,M,7,5235,5,16,0
5587,Ship,5,2,265,3,low,M,10,4347,5,16,0
5588,Ship,3,2,204,10,medium,F,10,4534,5,16,1
5589,Ship,5,1,233,7,medium,F,5,5759,5,16,0
5590,Ship,4,5,134,3,low,F,8,5694,6,16,1
5591,Ship,3,4,153,3,medium,F,9,5474,6,16,1
5592,Ship,2,5,241,3,medium,F,3,4253,6,16,0
5593,Ship,4,5,187,3,low,M,7,5022,6,16,0
5594,Ship,3,3,148,3,low,F,8,5622,6,16,1
5595,Ship,3,4,133,8,medium,F,10,5439,6,16,0
5596,Ship,6,1,250,4,low,M,10,1623,6,16,0
5597,Ship,6,1,249,4,medium,M,2,1326,6,16,0
5598,Ship,5,2,259,5,low,M,8,1678,6,16,1
5599,Ship,6,4,266,4,low,M,5,1639,6,16,0
5600,Ship,6,5,244,4,medium,F,6,1185,6,16,1
5601,Ship,4,5,239,6,low,M,2,1879,6,16,1
5602,Ship,4,5,270,5,low,F,1,1187,6,16,0
5603,Ship,6,3,270,4,low,F,7,1079,6,16,1
5604,Ship,6,2,257,4,medium,M,1,1513,6,16,1
5605,Ship,4,3,243,5,medium,F,3,1634,6,16,0
5606,Ship,4,5,271,4,low,M,6,5078,6,16,1
5607,Ship,6,3,202,4,medium,F,6,4249,6,16,1
5608,Ship,3,3,265,3,medium,F,3,5986,6,16,0
5609,Ship,4,1,220,3,medium,M,1,5159,6,16,0
5610,Ship,4,3,274,2,low,M,1,4762,6,16,1
5611,Ship,4,1,212,2,medium,M,4,4969,6,16,1
5612,Ship,4,2,244,3,high,F,3,4103,6,16,1
5613,Ship,4,2,252,3,medium,F,4,5782,6,16,1
5614,Ship,5,1,158,2,low,M,4,5736,6,16,0
5615,Ship,2,5,286,6,medium,F,3,4497,6,16,0
5616,Ship,3,3,164,3,high,M,8,5170,6,16,1
5617,Ship,4,2,170,6,medium,M,10,4891,6,16,1
5618,Ship,4,3,269,2,medium,M,2,4158,6,16,1
5619,Ship,4,3,238,2,low,M,7,5808,6,16,0
5620,Ship,4,5,198,7,medium,M,9,4249,6,16,0
5621,Ship,4,3,184,8,low,M,4,4686,6,16,1
5622,Ship,5,2,265,3,low,M,8,5447,6,16,0
5623,Ship,3,1,204,10,medium,M,5,5375,6,16,1
5624,Ship,5,2,233,7,medium,F,8,5519,6,16,0
5625,Ship,4,2,134,3,low,F,9,4214,6,16,0
5626,Ship,3,2,153,3,medium,M,6,4056,6,16,1
5627,Ship,2,1,241,3,medium,F,5,5697,6,16,0
5628,Ship,4,4,187,3,low,F,8,4893,6,16,1
5629,Ship,3,4,148,3,low,F,8,5267,6,16,0
5630,Ship,3,5,133,8,medium,F,8,5002,6,16,0
5631,Ship,6,1,250,4,low,M,4,1018,6,16,1
5632,Ship,6,5,249,4,medium,M,3,1710,6,16,0
5633,Ship,5,3,259,5,low,M,2,1730,6,16,1
5634,Ship,6,2,266,4,low,F,9,1220,6,16,1
5635,Ship,6,3,244,4,medium,M,5,1108,6,16,0
5636,Ship,4,5,239,6,low,M,4,1451,2,17,1
5637,Road,4,3,270,5,low,F,3,1786,2,17,0
5638,Road,6,4,282,4,low,M,6,1580,2,17,1
5639,Road,6,5,295,4,medium,M,2,1981,2,17,1
5640,Road,6,1,255,4,low,M,5,1253,2,17,0
5641,Road,6,4,292,4,low,M,3,1826,2,17,0
5642,Road,6,3,244,4,low,F,1,1317,2,17,0
5643,Road,6,1,306,4,low,M,1,1210,2,17,1
5644,Road,6,1,258,4,low,M,3,1506,2,17,1
5645,Road,4,2,265,6,low,M,8,1391,2,17,0
5646,Road,5,1,227,5,low,M,7,1620,2,17,0
5647,Road,7,1,276,4,low,F,8,1560,2,17,0
5648,Road,6,4,244,4,medium,M,7,1795,2,17,1
5649,Road,4,3,217,6,medium,F,6,1552,2,17,1
5650,Road,2,3,211,3,low,F,8,1172,2,17,1
5651,Road,4,2,227,5,low,M,7,1354,2,17,0
5652,Road,5,3,249,4,medium,M,1,1014,2,17,0
5653,Road,6,3,269,4,low,M,3,1006,2,17,1
5654,Road,6,5,278,4,medium,F,6,1140,2,17,1
5655,Road,6,5,282,4,medium,M,3,1385,2,17,1
5656,Road,6,4,300,4,medium,F,7,1607,2,17,1
5657,Road,5,5,259,5,low,F,9,1624,2,17,1
5658,Road,6,1,295,4,medium,F,6,1611,2,17,1
5659,Flight,5,5,238,5,low,M,2,1657,2,17,1
5660,Flight,5,3,270,5,medium,F,7,1303,2,17,0
5661,Flight,5,3,267,5,low,M,6,1119,2,17,0
5662,Flight,4,1,270,5,medium,M,9,1280,2,17,0
5663,Flight,4,1,245,5,medium,F,8,1923,2,17,1
5664,Flight,6,4,262,4,low,F,10,1068,2,17,0
5665,Flight,4,2,245,5,low,M,8,1122,2,17,0
5666,Flight,6,2,268,4,low,M,7,1943,2,17,1
5667,Flight,5,1,262,5,low,M,1,1488,2,17,0
5668,Flight,6,3,283,5,medium,M,10,1483,2,17,1
5669,Flight,5,3,260,5,medium,M,8,1001,2,17,1
5670,Flight,7,5,258,4,low,F,4,1677,2,17,0
5671,Flight,5,2,130,4,medium,F,1,1877,2,17,1
5672,Flight,6,3,262,5,low,M,9,1053,2,17,1
5673,Flight,6,2,293,4,low,F,4,1764,2,17,0
5674,Flight,7,1,255,5,medium,M,10,1238,2,17,0
5675,Flight,6,1,242,5,low,F,5,1555,2,17,1
5676,Flight,6,3,264,4,medium,F,6,1622,2,17,0
5677,Flight,6,4,253,4,low,F,7,1485,2,17,1
5678,Flight,5,5,271,5,low,F,4,1667,3,17,1
5679,Flight,6,2,250,4,medium,F,3,1777,3,17,0
5680,Flight,4,3,266,5,high,F,5,1590,3,17,1
5681,Ship,6,2,286,4,low,F,4,1594,3,17,1
5682,Ship,5,2,275,5,low,M,9,1373,3,17,1
5683,Ship,6,3,295,5,low,M,4,1392,3,17,1
5684,Ship,5,1,269,6,medium,F,8,1341,3,17,1
5685,Ship,4,1,239,5,low,F,1,1780,3,17,0
5686,Ship,6,4,271,4,medium,M,8,1867,3,17,1
5687,Ship,6,5,165,6,low,F,6,1529,3,17,0
5688,Ship,7,2,302,5,medium,M,5,1614,3,17,1
5689,Ship,6,2,293,6,low,F,10,1919,3,17,0
5690,Ship,4,4,202,3,low,F,3,5524,3,17,0
5691,Ship,2,3,185,3,medium,F,7,4246,3,17,1
5692,Ship,4,4,210,2,medium,M,8,5942,3,17,1
5693,Ship,3,5,186,2,medium,M,8,5924,3,17,1
5694,Ship,3,4,163,3,low,M,7,5913,3,17,1
5695,Ship,3,4,168,3,low,M,5,5964,3,17,1
5696,Ship,4,3,199,3,low,M,8,4391,3,17,0
5697,Ship,3,5,271,2,medium,M,7,4958,3,17,1
5698,Ship,3,4,164,3,low,F,4,4796,3,17,1
5699,Ship,4,1,231,2,medium,M,3,4696,3,17,1
5700,Ship,3,1,196,2,low,M,10,4141,3,17,0
5701,Ship,4,2,218,3,low,F,2,4949,3,17,1
5702,Ship,5,1,267,4,low,M,5,4440,3,17,0
5703,Ship,4,4,163,3,low,F,5,4440,3,17,1
5704,Ship,4,1,224,4,medium,F,5,4887,3,17,1
5705,Ship,3,4,156,2,medium,F,10,5107,3,17,0
5706,Ship,5,5,175,6,low,F,2,4883,3,17,0
5707,Ship,3,4,257,5,medium,F,5,5365,3,17,1
5708,Ship,4,4,259,3,low,M,3,4509,3,17,1
5709,Ship,3,3,112,4,low,F,7,5716,3,17,0
5710,Ship,4,3,145,4,medium,M,2,5735,3,17,1
5711,Ship,3,1,230,3,medium,M,3,4957,4,17,1
5712,Ship,3,4,188,4,low,F,6,5016,4,17,1
5713,Ship,3,2,132,4,medium,F,3,4512,4,17,1
5714,Ship,4,1,239,4,high,M,2,5502,4,17,1
5715,Ship,2,5,167,3,medium,M,8,4605,4,17,1
5716,Ship,3,1,133,3,medium,M,7,4004,4,17,0
5717,Ship,4,2,270,2,high,F,9,5080,4,17,0
5718,Ship,4,3,229,2,medium,M,7,5364,4,17,0
5719,Ship,5,1,261,4,high,F,6,4852,4,17,1
5720,Ship,2,1,192,3,low,F,9,4774,4,17,1
5721,Ship,4,5,217,3,low,F,6,4848,4,17,0
5722,Ship,4,3,246,2,low,M,6,4908,4,17,1
5723,Ship,5,5,208,2,medium,M,8,5321,4,17,1
5724,Ship,5,1,148,3,low,F,5,5790,4,17,1
5725,Ship,4,1,132,6,high,M,8,4902,4,17,0
5726,Ship,4,2,249,3,low,F,6,5051,4,17,0
5727,Ship,3,3,225,4,low,F,9,5468,4,17,0
5728,Ship,5,1,279,4,medium,F,3,4607,4,17,1
5729,Ship,4,2,183,2,low,F,8,4921,4,17,1
5730,Ship,4,4,215,2,high,F,6,5238,4,17,1
5731,Ship,6,4,195,5,high,F,10,4225,4,17,1
5732,Ship,4,2,156,2,medium,M,5,4467,4,17,0
5733,Ship,3,5,160,3,low,F,8,4106,4,17,1
5734,Ship,5,5,153,5,medium,M,10,5297,4,17,1
5735,Ship,3,4,215,3,high,F,5,4670,4,17,0
5736,Ship,4,3,163,3,low,F,7,4556,4,17,1
5737,Ship,4,2,195,3,medium,M,8,5198,4,17,1
5738,Ship,4,3,170,2,low,M,3,4587,4,17,0
5739,Ship,3,3,133,3,low,M,5,5937,4,17,1
5740,Ship,5,2,171,6,medium,F,5,5981,4,17,0
5741,Ship,3,5,186,3,medium,M,7,4764,4,17,1
5742,Ship,4,2,246,3,high,M,5,5960,4,17,1
5743,Ship,3,3,170,3,low,F,7,5427,4,17,0
5744,Ship,2,5,189,2,low,M,9,5245,4,17,1
5745,Ship,4,5,216,2,low,F,8,5767,4,17,0
5746,Ship,4,2,264,3,low,M,10,5137,4,17,0
5747,Ship,5,4,268,3,low,F,3,5320,4,17,0
5748,Ship,4,1,225,2,medium,F,10,4577,4,17,0
5749,Ship,4,2,252,2,high,F,4,5233,4,17,0
5750,Ship,3,2,204,3,low,F,8,4586,4,17,0
5751,Ship,5,1,193,2,medium,F,1,4450,4,17,1
5752,Ship,5,3,220,3,low,F,9,5324,4,17,1
5753,Ship,6,4,271,3,low,F,7,5192,4,17,0
5754,Ship,2,2,227,4,medium,M,6,4104,5,17,0
5755,Ship,4,1,206,5,medium,F,7,5941,5,17,0
5756,Ship,4,2,142,3,medium,F,3,4644,5,17,1
5757,Ship,5,5,236,2,medium,M,2,5210,5,17,1
5758,Ship,5,4,275,2,medium,M,10,5395,5,17,0
5759,Ship,3,5,144,2,medium,M,2,4629,5,17,0
5760,Ship,4,5,194,3,medium,M,3,5168,5,17,0
5761,Ship,3,2,260,3,low,M,9,4591,5,17,0
5762,Ship,3,4,240,3,medium,M,8,4410,5,17,1
5763,Ship,3,2,136,3,high,F,2,5739,5,17,1
5764,Ship,3,3,132,2,medium,M,1,4687,5,17,1
5765,Ship,4,2,266,3,medium,M,7,5121,5,17,1
5766,Ship,4,1,263,3,high,M,5,4782,5,17,1
5767,Ship,5,5,270,3,low,F,9,5807,5,17,0
5768,Ship,3,3,208,5,low,F,10,4258,5,17,1
5769,Ship,5,5,206,3,low,M,1,5520,5,17,1
5770,Ship,3,3,159,3,low,M,3,5230,5,17,0
5771,Ship,4,3,162,3,low,M,4,5913,5,17,0
5772,Ship,3,2,177,2,medium,M,4,4417,5,17,1
5773,Ship,3,3,168,4,low,F,4,4096,5,17,0
5774,Road,3,1,267,4,medium,F,4,4914,5,17,0
5775,Road,4,5,222,3,medium,F,7,5844,5,17,1
5776,Road,3,2,234,3,low,F,10,4781,5,17,1
5777,Road,3,1,133,3,low,F,9,5724,5,17,1
5778,Road,4,4,207,3,low,F,10,4533,5,17,1
5779,Road,4,3,243,4,low,F,9,4811,5,17,1
5780,Road,5,5,161,3,low,F,1,4470,5,17,0
5781,Road,3,5,193,3,medium,F,6,5302,5,17,1
5782,Road,4,5,234,4,medium,M,9,5769,5,17,1
5783,Road,2,1,185,6,medium,F,7,4138,5,17,0
5784,Road,4,5,242,2,medium,F,5,4806,5,17,1
5785,Road,4,5,252,2,high,F,6,4147,6,17,0
5786,Road,4,3,179,3,low,F,3,5495,6,17,0
5787,Road,4,3,158,3,high,F,5,5602,6,17,1
5788,Road,3,1,226,3,low,F,8,4002,6,17,1
5789,Road,5,4,269,2,medium,F,2,5962,6,17,1
5790,Road,3,5,148,3,low,F,7,5685,6,17,1
5791,Road,4,5,159,2,low,F,3,5704,6,17,1
5792,Road,3,4,273,4,medium,M,4,5361,6,17,1
5793,Road,3,4,233,3,medium,M,5,5306,6,17,1
5794,Road,4,5,182,3,medium,F,2,4473,6,17,1
5795,Road,3,4,153,2,medium,M,5,4023,6,17,0
5796,Flight,4,5,210,2,medium,M,5,5683,6,17,1
5797,Flight,4,1,241,3,medium,M,6,4558,6,17,1
5798,Flight,3,2,220,3,low,M,8,5032,6,17,0
5799,Flight,5,4,211,3,medium,F,7,4856,6,17,1
5800,Flight,3,5,151,3,low,F,1,4088,6,17,1
5801,Flight,5,5,267,3,medium,M,9,4775,6,17,0
5802,Flight,4,3,250,2,medium,M,4,4808,6,17,0
5803,Flight,4,3,181,3,low,F,5,5398,6,17,0
5804,Flight,5,2,197,4,high,M,4,4339,6,17,0
5805,Flight,3,4,172,2,medium,F,5,4647,6,17,1
5806,Flight,4,1,219,3,low,M,3,5223,6,17,0
5807,Flight,5,5,189,3,low,M,7,5717,6,17,1
5808,Flight,5,1,225,3,low,M,8,4539,6,17,1
5809,Flight,5,3,269,5,low,F,8,5833,6,17,0
5810,Flight,5,4,157,3,medium,F,7,4199,6,17,0
5811,Flight,3,5,189,3,low,M,5,5422,6,17,1
5812,Flight,3,1,226,2,medium,F,6,4946,6,17,0
5813,Flight,2,1,220,2,medium,F,6,4382,6,17,0
5814,Flight,6,3,275,6,low,M,4,4875,6,17,1
5815,Flight,3,4,171,3,medium,F,5,4310,6,17,0
5816,Flight,4,3,235,3,low,F,4,5289,6,17,0
5817,Flight,3,4,201,3,high,M,7,4887,6,17,0
5818,Ship,5,5,269,3,low,F,5,5673,2,18,0
5819,Ship,5,3,182,2,low,M,4,5579,2,18,1
5820,Ship,5,5,266,5,low,F,9,4500,2,18,1
5821,Ship,3,5,157,2,medium,F,4,5991,2,18,1
5822,Ship,4,1,258,4,high,F,1,5476,2,18,1
5823,Ship,4,2,280,4,low,M,9,5288,2,18,0
5824,Ship,4,4,154,3,low,F,7,4106,2,18,0
5825,Ship,4,4,274,2,low,F,3,4257,2,18,1
5826,Ship,4,5,180,2,medium,F,1,4332,2,18,1
5827,Ship,3,5,146,3,medium,F,7,4126,2,18,1
5828,Ship,3,4,236,3,medium,M,1,5851,2,18,1
5829,Ship,4,4,133,4,high,F,10,5296,2,18,1
5830,Ship,5,2,173,4,high,F,9,4307,2,18,1
5831,Ship,4,3,210,3,low,M,9,5556,2,18,1
5832,Ship,3,4,238,2,medium,F,1,4991,2,18,0
5833,Ship,4,2,268,4,low,F,3,5275,2,18,1
5834,Ship,3,5,175,3,medium,F,8,5471,2,18,0
5835,Ship,5,2,280,4,low,M,8,4539,2,18,0
5836,Ship,4,1,153,2,low,F,1,4027,2,18,1
5837,Ship,4,4,251,2,medium,F,6,4376,2,18,1
5838,Ship,4,2,252,3,medium,M,8,4262,2,18,0
5839,Ship,4,5,201,8,medium,F,4,5472,2,18,0
5840,Ship,5,4,216,4,medium,F,8,5878,2,18,0
5841,Ship,3,2,126,10,low,M,3,4073,2,18,0
5842,Ship,3,2,177,4,low,F,3,4199,2,18,0
5843,Ship,5,3,145,3,medium,M,1,5783,2,18,0
5844,Ship,5,3,258,2,low,F,10,5371,2,18,0
5845,Ship,4,3,273,10,medium,M,6,4251,2,18,0
5846,Ship,4,1,245,3,low,F,5,4523,2,18,1
5847,Ship,5,4,241,2,medium,F,7,4413,2,18,1
5848,Ship,4,1,208,3,low,F,6,5345,2,18,0
5849,Ship,6,5,282,4,low,M,1,1193,2,18,0
5850,Ship,6,5,295,4,medium,M,1,1159,2,18,1
5851,Ship,6,5,255,4,low,F,9,1113,2,18,1
5852,Ship,6,3,292,4,low,F,8,1434,2,18,1
5853,Ship,6,4,244,4,low,M,1,1130,2,18,0
5854,Ship,6,4,306,4,low,F,8,1691,2,18,0
5855,Ship,6,5,258,4,low,M,5,1966,2,18,0
5856,Ship,4,1,265,6,low,F,2,1629,2,18,0
5857,Ship,5,1,227,5,low,M,6,1667,2,18,1
5858,Ship,7,1,276,4,low,F,9,1519,2,18,0
5859,Ship,6,5,244,4,medium,F,2,1980,2,18,1
5860,Ship,4,2,217,6,medium,F,3,1732,2,18,0
5861,Ship,2,5,211,3,low,M,3,1368,2,18,1
5862,Ship,4,4,227,5,low,M,8,1982,2,18,0
5863,Ship,5,1,249,4,medium,M,5,1027,2,18,0
5864,Ship,6,2,269,4,low,M,6,1073,2,18,1
5865,Ship,6,3,278,4,medium,M,4,1716,2,18,1
5866,Ship,6,5,282,4,medium,F,4,1013,2,18,1
5867,Ship,6,1,300,4,medium,F,2,1790,2,18,0
5868,Ship,3,3,146,3,medium,F,4,5384,2,18,1
5869,Ship,3,4,236,3,medium,F,5,5466,2,18,1
5870,Ship,4,4,133,4,high,F,7,5973,2,18,0
5871,Ship,5,4,173,4,high,F,8,5284,2,18,0
5872,Ship,4,2,210,3,low,F,9,4163,2,18,1
5873,Ship,3,3,238,2,medium,F,4,4206,2,18,1
5874,Ship,4,4,268,4,low,M,5,5647,2,18,1
5875,Ship,3,4,175,3,medium,M,10,4771,2,18,0
5876,Ship,5,4,280,4,low,M,10,5156,2,18,1
5877,Ship,4,5,153,2,low,M,1,4492,2,18,1
5878,Ship,4,5,251,2,medium,F,8,5232,2,18,1
5879,Ship,4,2,252,3,medium,M,2,5769,2,18,1
5880,Ship,4,2,201,8,medium,F,9,5146,2,18,1
5881,Ship,5,5,216,4,medium,F,1,4092,2,18,0
5882,Ship,3,3,126,10,low,M,10,4128,2,18,1
5883,Ship,3,1,177,4,low,F,6,5037,2,18,0
5884,Ship,5,2,145,3,medium,M,2,4836,2,18,1
5885,Ship,5,4,258,2,low,F,8,4200,2,18,1
5886,Ship,4,3,273,10,medium,F,8,4896,2,18,1
5887,Ship,4,1,245,3,low,M,2,5835,2,18,0
5888,Ship,5,2,241,2,medium,M,6,4741,2,18,1
5889,Ship,4,1,208,3,low,M,4,4530,2,18,0
5890,Ship,6,1,282,4,low,M,1,1434,2,18,1
5891,Ship,6,5,295,4,medium,M,5,1963,2,18,0
5892,Ship,6,4,255,4,low,M,7,1869,2,18,0
5893,Ship,6,2,292,4,low,F,2,1565,2,18,1
5894,Ship,6,1,244,4,low,M,5,1867,2,18,1
5895,Ship,6,3,306,4,low,M,10,1372,2,18,0
5896,Ship,6,5,258,4,low,M,5,1558,2,18,1
5897,Ship,4,1,265,6,low,F,9,1753,2,18,0
5898,Ship,5,2,227,5,low,F,3,1242,2,18,0
5899,Ship,7,2,276,4,low,M,9,1022,2,18,0
5900,Ship,6,4,244,4,medium,F,1,1179,2,18,0
5901,Ship,4,4,217,6,medium,M,9,1974,2,18,1
5902,Ship,2,1,211,3,low,M,6,1760,2,18,0
5903,Ship,4,5,227,5,low,F,2,1804,2,18,0
5904,Ship,5,5,249,4,medium,M,2,1727,2,18,0
5905,Ship,7,4,302,5,medium,M,7,1503,2,18,0
5906,Ship,6,4,293,6,low,F,7,1117,2,18,0
5907,Ship,5,5,232,3,low,M,4,1716,2,18,0
5908,Ship,6,5,279,4,low,M,7,1447,2,18,1
5909,Ship,6,5,251,4,low,F,8,1038,2,18,1
5910,Ship,6,5,300,5,low,M,1,1188,2,18,1
5911,Road,7,5,133,5,low,F,3,1544,2,18,0
5912,Road,6,5,283,4,low,M,2,1136,2,18,0
5913,Road,7,5,296,4,low,M,8,1686,2,18,0
5914,Road,6,3,261,4,medium,F,8,1397,2,18,0
5915,Road,6,1,286,4,low,F,3,1747,2,18,0
5916,Road,6,3,298,4,low,F,1,1657,2,18,1
5917,Road,6,4,287,4,medium,F,9,1936,2,18,0
5918,Road,6,2,251,4,medium,F,9,1322,2,18,0
5919,Road,5,1,231,5,low,M,10,1418,2,18,1
5920,Road,5,2,249,5,medium,M,6,1298,2,18,1
5921,Road,5,3,244,5,low,F,3,1174,2,18,1
5922,Road,7,2,264,4,medium,M,6,1688,2,18,1
5923,Road,5,2,254,5,medium,M,6,1002,2,18,1
5924,Road,4,5,264,6,low,M,6,1637,2,18,1
5925,Road,6,5,309,4,low,M,6,1463,2,18,0
5926,Road,5,5,298,4,low,M,8,1631,2,18,1
5927,Road,5,5,265,5,medium,F,8,1867,2,18,1
5928,Road,6,1,246,4,medium,M,4,1504,2,18,0
5929,Road,5,2,222,5,low,F,1,1672,2,18,1
5930,Road,7,5,250,4,low,F,2,1296,2,18,1
5931,Road,4,3,240,5,medium,F,5,1301,2,18,1
5932,Road,4,3,246,6,low,F,10,1176,2,18,1
5933,Flight,6,1,293,5,medium,F,7,1052,2,18,1
5934,Flight,6,5,253,4,medium,M,1,1977,2,18,1
5935,Flight,5,5,258,5,medium,M,7,1819,2,18,1
5936,Flight,6,4,258,4,low,F,2,1051,2,18,0
5937,Flight,5,3,245,5,medium,M,3,1851,2,18,1
5938,Flight,7,2,307,4,medium,M,2,1073,2,18,1
5939,Flight,6,5,301,4,low,F,3,1958,2,18,1
5940,Flight,6,5,252,4,low,F,2,1249,2,18,1
5941,Flight,5,1,272,6,medium,F,2,1681,2,18,0
5942,Flight,5,3,221,5,low,F,2,1630,2,18,0
5943,Flight,5,3,247,5,low,M,10,1699,2,18,0
5944,Flight,7,5,260,4,low,F,3,1930,2,18,0
5945,Flight,5,5,251,6,medium,M,4,1077,2,18,1
5946,Flight,5,2,227,5,medium,M,9,1917,2,18,1
